CompTotal,Gender,Manager,YearsCode,Age1stCode,YearsCodePro,Education
93500,Man,IC,3,21,2,BA
95000,Man,IC,10,6,6,LT BA
90000,Man,IC,7,17,LT 1 year,BA
155000,Man,Manager,25,16,20,MA
103787,Man,IC,5,26,6,MA
68500,Man,Manager,15,16,5,BA
130000,Man,Manager,20,12,15,BA
85000,Woman,IC,30,19,25,PhD
205712,Man,IC,10,12,3,BA
62000,Man,IC,6,14,2,BA
51000,Woman,IC,24,8,5,MA
60000,Man,IC,7,16,5,BA
105000,Man,IC,23,17,17,MA
80000,Woman,IC,14,25,13,LT BA
120000,Man,IC,9,17,7,BA
119000,Man,IC,13,14,11,BA
180000,Man,IC,12,14,6,BA
139000,Man,IC,12,18,10,LT BA
170000,Man,IC,23,12,20,BA
64000,Man,IC,6,17,3,MA
79000,Man,IC,8,15,3,BA
110000,Man,IC,17,10,10,MA
60000,Man,IC,6,15,1,BA
250000,Man,IC,23,7,17,PhD
135000,Man,IC,10,11,5,BA
95000,Woman,IC,9,17,4,MA
114000,Man,IC,9,12,7,LT BA
82000,Man,IC,5,14,4,BA
152000,Man,IC,14,16,7,LT BA
140000,Woman,IC,3,28,3,BA
92000,Man,IC,10,15,6,BA
72000,Man,IC,2,22,1,MA
72500,Woman,IC,3,15,2,BA
1e+05,Man,IC,12,14,8,BA
86000,Man,IC,15,23,7,BA
310000,Man,IC,23,13,7,MA
117000,Woman,IC,4,28,3,BA
85000,Man,IC,38,11,35,BA
122500,Man,Manager,36,13,28,LT BA
125000,Man,IC,12,12,9,LT BA
104000,Man,IC,6,16,1,BA
50000,Man,IC,5,18,2,BA
112750,Man,IC,30,13,19,LT BA
145000,Man,IC,41,14,33,BA
170000,Man,Manager,30,11,26,BA
75000,Woman,IC,15,11,10,BA
150000,Man,IC,20,16,15,MA
176000,Man,IC,13,11,8,BA
78000,Man,IC,10,14,1,BA
90000,Man,IC,13,12,6,BA
91000,Man,IC,21,17,19,LT BA
135000,Man,IC,19,14,12,MA
1e+05,Man,IC,25,10,20,BA
154000,Man,IC,20,11,2,PhD
35000,Woman,IC,7,14,5,BA
69000,Man,IC,5,16,2,BA
80000,Woman,IC,2,14,1,MA
65000,Man,IC,15,13,2,BA
150000,Man,IC,7,14,2,BA
1e+05,Man,IC,18,10,12,BA
55000,Man,IC,20,17,15,BA
225000,Man,Manager,25,17,22,LT BA
51000,Man,IC,6,26,5,LT BA
40000,Man,IC,6,16,3,BA
68700,Man,IC,6,11,LT 1 year,BA
67000,Man,IC,6,18,3,MA
110000,Man,IC,12,16,7,BA
120000,Man,IC,12,18,10,BA
105000,Woman,IC,4,14,LT 1 year,BA
95000,Man,IC,14,12,3,BA
2e+05,Man,IC,20,18,15,BA
74000,Man,IC,10,13,7,BA
225000,Man,Manager,40,16,39,MA
70000,Man,IC,2,9,LT 1 year,LT BA
2e+05,Man,Manager,28,9,19,PhD
65000,Man,IC,1,30,LT 1 year,MA
83000,Man,IC,9,13,5,BA
115000,Man,Manager,15,10,13,LT BA
77000,Man,IC,6,14,1,BA
80000,Man,IC,8,30,5,PhD
110000,Man,IC,5,22,4,BA
72000,Man,IC,7,33,7,LT BA
150000,Man,Manager,16,11,16,LT BA
150000,Man,IC,32,12,NA,BA
52000,Man,IC,9,9,3,LT BA
105000,Man,IC,20,24,19,LT BA
150000,Man,Manager,15,11,10,LT BA
48000,Man,IC,5,29,1,BA
205000,Man,Manager,37,17,35,LT BA
150000,Man,IC,8,10,7,BA
61000,Man,IC,4,28,3,BA
153000,Man,Manager,12,16,6,BA
97000,Man,IC,9,13,2,MA
120000,Man,Manager,28,10,23,BA
180000,Man,IC,21,12,18,MA
131200,Man,Manager,20,17,19,BA
138094,Man,IC,35,14,29,MA
88000,Man,IC,14,13,3,BA
75000,Woman,IC,8,16,3,BA
80000,Man,IC,6,16,3,BA
77000,Man,IC,9,18,7,BA
1e+05,Man,IC,11,18,6,BA
140000,Man,IC,35,10,22,BA
160000,Man,IC,39,12,22,LT BA
65000,Man,IC,33,9,25,BA
124000,Man,IC,18,12,18,BA
70000,Woman,IC,7,17,3,BA
150000,Man,IC,20,10,10,LT BA
78000,Man,IC,5,26,4,BA
82000,Man,IC,10,30,7,BA
70000,Woman,IC,6,16,2,BA
70000,Man,IC,8,14,4,LT BA
190000,Man,Manager,23,11,10,MA
140000,Man,IC,4,18,4,MA
120000,Man,IC,7,16,3,BA
110000,Man,IC,34,12,26,BA
450000,Man,IC,15,15,6,MA
35000,Man,IC,15,11,10,BA
3e+05,Man,IC,18,9,18,MA
130000,Man,IC,8,19,5,BA
114000,Woman,IC,25,10,10,BA
79000,Woman,IC,6,10,2,BA
130000,Man,IC,22,10,20,PhD
68000,Man,IC,2,10,LT 1 year,BA
117000,Man,IC,20,14,11,BA
58000,Man,IC,2,32,1,LT BA
72000,Woman,IC,20,6,12,BA
3e+05,Man,IC,14,14,12,MA
95000,Man,IC,6,18,4,BA
130000,Man,IC,30,8,10,BA
140000,Man,IC,32,10,19,BA
170000,Man,IC,7,12,5,BA
135000,Man,IC,22,14,14,PhD
115000,Man,IC,8,20,5,BA
63500,Man,IC,15,15,6,BA
145000,Man,Manager,20,12,13,BA
79000,Man,IC,4,16,1,BA
74500,Man,IC,12,16,9,BA
160000,Man,Manager,17,15,9,BA
180000,Man,Manager,16,22,10,LT BA
1e+05,Man,IC,7,18,2,BA
131000,Man,IC,20,10,13,PhD
120000,Man,IC,20,10,10,MA
55000,Man,IC,10,18,5,PhD
75500,Woman,IC,9,12,6,BA
70000,Man,IC,30,13,10,MA
140000,Man,IC,45,20,40,PhD
85000,Man,IC,20,16,13,BA
102000,Man,IC,3,22,2,BA
142000,Man,IC,34,16,33,LT BA
120000,Man,IC,19,20,18,BA
75000,Man,IC,37,13,28,BA
70000,Man,IC,6,17,1,BA
157500,Man,IC,6,16,1,BA
135000,Man,IC,8,13,8,LT BA
90000,Man,Manager,12,16,8,BA
50000,Man,IC,3,23,2,MA
35000,Man,IC,2,24,1,BA
160000,Man,IC,16,14,12,BA
46000,Man,IC,13,13,3,BA
92000,Man,IC,9,12,4,BA
150000,Man,IC,40,Younger than 5 years,20,BA
125000,Man,Manager,6,22,5,MA
139000,Man,IC,25,8,11,MA
42500,Woman,IC,3,23,LT 1 year,LT BA
120000,Man,IC,12,14,4,BA
120000,Man,IC,41,11,29,BA
115500,Man,IC,15,11,8,BA
105000,Man,IC,11,16,8,BA
50000,Man,IC,8,16,5,BA
78000,Man,IC,14,16,12,MA
51000,Man,IC,7,21,4,BA
310000,Man,IC,20,8,13,MA
75000,Woman,IC,3,17,1,BA
120000,Man,IC,16,19,12,BA
83000,Man,IC,12,13,3,BA
1e+05,Man,IC,19,18,16,BA
105000,Man,IC,28,10,16,BA
96000,Man,IC,10,15,5,BA
248000,Man,IC,42,20,28,LT BA
62500,Man,Manager,4,7,NA,LT BA
70000,Man,IC,3,16,1,BA
92000,Man,IC,4,16,3,LT BA
67000,Man,IC,33,15,10,LT BA
125000,Man,IC,14,8,10,LT BA
64000,Man,IC,6,14,2,BA
110000,Woman,IC,7,15,LT 1 year,BA
144960,Woman,IC,10,21,10,LT BA
65000,Man,IC,14,13,4,LT BA
2e+05,Man,IC,23,15,17,LT BA
120000,Man,IC,8,17,1,BA
80000,Man,Manager,26,10,7,BA
63000,Man,IC,5,15,LT 1 year,BA
135000,Man,IC,20,13,17,BA
140000,Woman,IC,15,15,9,BA
105000,Man,IC,9,19,7,MA
85000,Man,IC,13,24,8,MA
135000,Man,IC,10,15,6,MA
95000,Man,IC,20,14,14,BA
75000,Man,IC,8,15,1,BA
130000,Man,IC,6,18,1,MA
128000,Man,IC,30,8,24,BA
46000,Man,IC,6,11,2,BA
140000,Man,IC,14,13,8,BA
95000,Man,IC,13,12,10,LT BA
110000,Man,IC,16,16,6,LT BA
110000,Man,IC,4,12,3,BA
80000,Man,Manager,12,17,7,LT BA
370000,Man,IC,34,10,25,MA
127500,Man,IC,38,19,38,BA
115000,Man,Manager,13,14,8,MA
95000,Man,IC,12,12,8,BA
106000,Man,IC,9,10,5,BA
80000,Man,IC,8,19,6,LT BA
217521,Man,IC,7,18,2,BA
172000,Man,Manager,28,10,15,MA
1e+05,Man,IC,9,14,3,BA
86000,Man,IC,5,20,3,BA
156200,Man,IC,10,18,6,BA
85000,Man,IC,7,21,6,BA
90000,Man,IC,9,13,4,BA
105000,Woman,IC,4,12,3,BA
110000,Man,IC,25,13,18,LT BA
80000,Woman,IC,9,17,1,BA
70000,Man,IC,6,17,2,BA
60000,Man,IC,6,9,4,BA
1e+05,Man,Manager,30,12,22,LT BA
72000,Man,IC,9,14,2,BA
83000,Woman,IC,6,10,5,BA
118000,Woman,Manager,2,16,1,BA
93000,Man,IC,9,19,6,BA
120000,Man,Manager,23,10,11,PhD
69000,Man,IC,11,18,7,BA
130000,Man,IC,12,12,8,BA
155000,Man,IC,5,23,1,BA
86000,Man,IC,30,22,15,LT BA
135000,Woman,IC,6,9,6,BA
90000,Man,IC,20,9,16,LT BA
57500,Woman,IC,2,25,1,MA
60000,Man,IC,13,15,6,LT BA
1e+05,Man,Manager,33,9,19,LT BA
47300,Man,IC,5,10,3,LT BA
130000,Man,IC,28,10,6,PhD
45000,Man,IC,9,16,3,MA
66250,Man,IC,8,24,7,MA
60000,Man,IC,33,17,24,MA
147000,Man,IC,42,12,31,MA
146000,Man,IC,23,16,16,BA
65000,Man,IC,9,14,3,MA
123000,Man,Manager,12,20,9,MA
140000,Man,IC,23,18,23,BA
96000,Man,IC,20,20,18,MA
90000,Man,IC,15,15,10,MA
145000,Man,Manager,12,12,10,BA
50400,Man,IC,14,12,4,BA
110000,Man,IC,9,13,4,BA
205000,Man,IC,9,22,5,BA
123000,Man,IC,20,13,18,MA
116150,Woman,IC,4,26,3,BA
65000,Man,IC,4,25,1,BA
220000,Man,IC,10,11,6,MA
85000,Man,IC,9,15,8,MA
88000,Man,IC,5,26,4,BA
95000,Man,IC,10,18,6,BA
2e+05,Man,IC,5,14,5,BA
78000,Woman,IC,5,22,3,BA
106000,Man,IC,11,14,4,BA
87500,Man,IC,5,10,5,BA
155000,Man,IC,16,12,7,BA
115000,Woman,IC,31,9,20,BA
133000,Man,IC,18,10,16,BA
90000,Man,IC,10,15,7,BA
95000,Woman,Manager,15,14,9,MA
90000,Woman,IC,4,25,3,LT BA
45000,Man,IC,6,15,2,BA
48500,Man,IC,12,23,3,BA
189000,Man,IC,7,17,1,BA
135000,Woman,IC,28,5,12,NA
48000,Man,IC,7,17,5,BA
106000,Man,IC,7,15,3,BA
150000,Man,IC,19,15,14,MA
55000,Man,IC,1,33,LT 1 year,LT BA
130000,Man,IC,38,16,33,BA
165000,Man,IC,17,10,16,LT BA
70000,Man,IC,7,10,3,BA
85000,Man,IC,3,13,2,BA
1e+05,Man,IC,11,16,11,LT BA
130000,Man,IC,12,10,8,LT BA
33000,Man,IC,11,9,5,MA
85000,Man,IC,6,18,6,LT BA
140000,Man,IC,40,12,26,BA
50000,Man,IC,16,14,10,PhD
110000,Man,IC,23,7,18,BA
95000,Man,IC,23,13,23,LT BA
212000,Man,IC,10,17,5,BA
136500,Man,IC,17,13,12,BA
73500,Man,IC,5,15,3,LT BA
120000,Man,IC,35,12,20,MA
150000,Man,IC,6,16,3,LT BA
120000,Man,IC,20,16,11,BA
140000,Man,IC,16,15,11,BA
125000,Man,IC,8,12,2,MA
50000,Man,IC,4,21,1,BA
97000,Man,IC,15,23,16,LT BA
85000,Woman,IC,5,19,2,BA
170000,Man,IC,18,16,12,BA
155000,Man,IC,15,17,12,LT BA
88500,Man,IC,12,18,9,BA
50000,Woman,IC,5,15,LT 1 year,BA
110000,Man,IC,20,12,14,MA
1e+05,Man,IC,2,9,1,MA
77000,Man,IC,10,20,10,BA
1e+05,Man,IC,6,13,1,BA
135000,Man,IC,37,14,30,MA
131000,Man,Manager,27,5,21,BA
150000,Man,IC,20,15,18,BA
105000,Man,IC,20,10,4,BA
70000,Man,IC,5,8,5,LT BA
125000,Man,IC,6,20,2,MA
52000,Man,IC,6,16,2,BA
80000,Man,IC,13,5,5,LT BA
125000,Man,IC,6,16,3,BA
126000,Man,IC,35,18,35,LT BA
160000,Man,Manager,28,12,21,BA
65000,Man,IC,1,29,1,LT BA
190000,Man,IC,15,18,4,PhD
115500,Man,IC,9,17,4,BA
85000,Man,IC,21,16,21,BA
52000,Man,IC,20,12,LT 1 year,BA
175000,Man,IC,30,5,15,BA
144500,Man,IC,10,10,4,BA
82500,Woman,IC,21,8,20,BA
115000,Man,IC,12,12,10,LT BA
160000,Man,Manager,25,12,25,MA
120000,Man,IC,12,15,4,BA
51000,Man,IC,2,18,LT 1 year,BA
120000,Man,IC,13,18,9,BA
180000,Man,Manager,22,11,18,BA
135000,Man,IC,22,15,14,BA
120000,Man,IC,20,8,18,BA
275000,Man,IC,23,9,16,MA
98000,Man,IC,3,18,2,BA
112500,Man,IC,10,12,9,BA
220000,Man,IC,9,10,3,BA
60000,Man,IC,10,17,10,LT BA
70000,Man,IC,12,15,5,BA
2e+05,Woman,IC,15,12,12,BA
87000,Man,IC,10,18,3,BA
135000,Man,IC,10,5,7,LT BA
60000,Man,IC,2,17,LT 1 year,LT BA
116000,Woman,IC,5,23,2,MA
303000,Man,IC,6,27,6,MA
55000,Man,IC,12,16,6,BA
69000,Man,Manager,38,17,33,BA
103000,Man,IC,10,28,8,LT BA
155000,Man,IC,36,9,29,MA
61079,Man,IC,LT 1 year,32,LT 1 year,MA
85000,Man,IC,15,14,7,MA
106000,Man,IC,6,27,5,BA
80000,Man,IC,39,16,20,BA
65500,Man,IC,2,11,2,LT BA
180000,Woman,IC,6,9,4,BA
63609,Man,IC,10,11,2,BA
96000,Man,IC,24,14,11,BA
250000,Man,IC,18,12,6,PhD
72000,Woman,IC,4,19,2,BA
135000,Man,Manager,18,10,9,BA
132000,Man,Manager,20,17,16,MA
130000,Man,IC,20,15,16,BA
131100,Woman,IC,7,19,3,MA
134000,Man,IC,13,13,4,BA
97000,Woman,IC,6,17,2,BA
110000,Man,IC,11,15,6,BA
110000,Man,IC,30,10,30,BA
135000,Man,IC,20,20,20,BA
55000,Man,IC,3,19,LT 1 year,BA
72000,Man,IC,7,24,7,MA
140000,Man,IC,15,15,5,BA
115000,Man,IC,22,16,17,BA
54080,Man,IC,5,27,5,MA
288000,Man,IC,5,18,1,BA
32000,Man,IC,22,8,8,MA
90000,Man,Manager,17,11,8,MA
50000,Man,IC,1,29,LT 1 year,LT BA
62400,Man,IC,19,13,13,LT BA
64000,Man,IC,10,16,3,BA
70000,Man,IC,12,15,7,MA
70000,Man,IC,5,17,2,BA
68000,Man,Manager,4,15,3,BA
1e+05,Man,IC,21,14,14,BA
135000,Man,IC,8,17,5,BA
57000,Woman,IC,8,18,8,MA
72000,Man,IC,3,16,2,BA
70000,Man,IC,3,12,4,MA
89000,Woman,IC,7,12,5,BA
2e+05,Man,Manager,30,8,13,BA
120000,Man,IC,14,22,10,BA
59000,Man,IC,5,12,3,LT BA
80000,Man,IC,6,17,LT 1 year,MA
145500,Man,Manager,27,12,17,MA
2e+05,Man,IC,8,14,7,BA
85000,Man,IC,10,14,3,BA
210000,Man,IC,23,12,18,BA
96000,Man,IC,6,20,4,BA
470000,Man,Manager,10,16,5,BA
90000,Man,IC,12,15,7,BA
109000,Man,IC,21,10,10,BA
102000,Man,IC,13,12,10,BA
128000,Woman,IC,9,18,5,BA
65000,Man,IC,1,24,1,BA
1e+05,Man,IC,19,20,10,LT BA
72000,Woman,IC,15,18,4,LT BA
384000,Man,IC,20,8,13,MA
2e+05,Man,Manager,10,12,7,MA
88000,Woman,IC,3,29,2,Professional
118000,Woman,Manager,17,18,14,MA
57000,Man,Manager,6,13,3,BA
305000,Man,IC,34,6,19,MA
135000,Man,IC,14,12,10,BA
83200,Man,Manager,3,23,3,BA
185000,Man,IC,28,13,23,BA
85000,Man,IC,30,8,21,LT BA
2e+05,Man,IC,10,14,8,LT BA
125000,Man,IC,21,14,13,BA
95000,Man,IC,10,21,7,BA
80000,Woman,IC,10,13,10,BA
70000,Man,IC,12,18,8,BA
181708,Man,IC,24,18,20,BA
105000,Man,IC,6,20,4,BA
76000,Man,IC,4,25,3,LT BA
122000,Man,IC,37,9,22,LT BA
68500,Man,IC,9,25,7,BA
15300,Man,IC,10,19,7,BA
182769,Woman,IC,9,12,4,MA
180000,Man,IC,8,15,2,BA
2e+05,Man,IC,10,15,7,BA
110000,Man,IC,16,10,13,LT BA
80000,Man,IC,8,15,LT 1 year,BA
61104,Man,IC,9,17,4,LT BA
80000,Man,IC,11,12,2,LT BA
210000,Man,Manager,18,12,15,MA
39700,Man,IC,2,12,2,LT BA
40000,Woman,IC,20,10,3,BA
95000,Man,IC,4,20,LT 1 year,BA
120000,Man,IC,9,16,7,BA
115000,Woman,IC,11,15,8,BA
379168,Woman,IC,10,17,7,BA
240000,Woman,IC,19,12,10,MA
120000,Man,IC,36,5,23,NA
95000,Man,IC,7,16,4,BA
135000,Man,IC,8,15,4,BA
78000,Man,IC,10,18,4,BA
140000,Man,Manager,15,14,9,BA
160000,Man,IC,28,12,21,PhD
124000,Man,IC,10,13,5,BA
96000,Woman,IC,10,22,8,BA
195500,Man,IC,15,12,10,BA
150000,Man,IC,37,17,32,MA
198000,Man,IC,27,10,21,BA
52000,Man,IC,10,12,6,BA
130000,Woman,IC,3,23,3,BA
104000,Man,IC,18,13,11,LT BA
72500,Man,IC,7,22,4,LT BA
210000,Woman,IC,4,23,3,BA
105000,Man,IC,25,13,14,PhD
95000,Man,IC,18,17,12,BA
130000,Man,IC,20,9,13,BA
120000,Man,IC,5,13,2,BA
85000,Woman,IC,7,17,6,BA
80000,Man,IC,5,12,3,BA
1e+05,Man,IC,23,14,23,BA
96500,Woman,IC,25,8,15,LT BA
77000,Man,IC,3,20,3,LT BA
80000,Man,IC,6,20,3,BA
60000,Man,IC,12,12,12,PhD
195000,Man,IC,15,15,12,BA
60000,Man,IC,3,8,2,LT BA
54000,Man,IC,5,14,2,BA
50000,Woman,Manager,7,20,7,MA
121000,Man,IC,5,19,LT 1 year,BA
110000,Man,IC,20,7,15,BA
140000,Man,IC,20,18,12,BA
165000,Man,IC,25,12,22,BA
125000,Woman,IC,7,19,5,BA
80000,Man,IC,11,14,3,LT BA
37000,Man,IC,3,23,1,BA
120000,Man,IC,12,21,11,PhD
115000,Man,IC,22,14,12,BA
120000,Man,IC,3,13,3,BA
205000,Man,IC,22,17,15,BA
160000,Man,Manager,18,11,10,BA
40000,Man,IC,1,23,LT 1 year,BA
140000,Man,IC,10,18,6,MA
1e+05,Man,Manager,12,16,10,LT BA
165000,Man,IC,35,6,24,MA
90000,Man,IC,12,13,5,BA
97000,Woman,IC,15,16,8,BA
180000,Man,IC,18,12,9,BA
75000,Man,IC,10,20,6,MA
65000,Man,IC,8,15,5,BA
60000,Man,IC,3,21,2,LT BA
105000,Man,IC,6,18,2,BA
145000,Man,IC,15,18,11,MA
130000,Man,IC,10,16,7,BA
90000,Man,IC,10,17,4,LT BA
73000,Man,IC,4,19,2,BA
93000,Woman,IC,18,10,10,BA
130000,Man,IC,10,16,6,BA
130000,Man,IC,40,16,30,BA
126000,Man,IC,14,14,7,BA
115000,Man,IC,11,16,11,BA
180000,Man,Manager,23,14,23,MA
155000,Man,IC,16,12,7,BA
67000,Man,IC,18,13,8,BA
110000,Man,IC,10,NA,7,LT BA
140000,Man,IC,15,10,6,LT BA
195000,Man,IC,25,19,25,BA
90000,Man,IC,12,10,5,LT BA
75000,Man,Manager,3,22,2,NA
115000,Man,IC,21,9,11,BA
72500,Man,IC,15,16,7,BA
90000,Man,Manager,13,17,9,MA
79000,Man,IC,12,11,6,BA
75000,Man,IC,18,14,18,LT BA
72000,Man,IC,6,24,3,BA
90000,Man,IC,2,8,1,BA
97000,Man,IC,8,16,3,BA
129000,Man,IC,12,12,2,BA
87550,Man,IC,11,28,9,LT BA
90000,Man,IC,5,12,3,BA
2e+05,Man,IC,12,17,12,BA
69000,Man,IC,28,12,10,LT BA
115000,Man,IC,20,12,16,BA
80000,Man,IC,5,11,2,BA
64000,Man,Manager,17,13,9,BA
350000,Man,IC,24,16,20,BA
98000,Man,IC,10,18,6,BA
70000,Man,IC,13,11,4,LT BA
99806,Woman,IC,5,20,3,MA
60000,Man,IC,16,16,13,BA
48000,Man,IC,7,18,2,BA
80000,Woman,Manager,4,18,LT 1 year,BA
48000,Woman,IC,2,12,LT 1 year,BA
72000,Man,IC,6,17,3,BA
105000,Man,IC,18,12,11,BA
187000,Man,Manager,35,10,20,PhD
65000,Man,IC,15,13,10,LT BA
122000,Woman,IC,10,21,5,LT BA
65000,Man,IC,32,9,13,LT BA
140000,Man,IC,21,12,12,BA
56000,Man,IC,5,31,4,LT BA
74000,Man,IC,10,15,7,BA
120000,Man,IC,20,20,20,BA
67000,Man,IC,7,14,1,BA
31201,Man,IC,12,9,3,LT BA
74000,Man,IC,5,8,2,BA
74000,Man,IC,3,18,2,BA
145000,Man,IC,29,18,22,BA
40000,Man,IC,10,14,9,LT BA
184000,Man,IC,7,19,4,BA
118000,Man,IC,4,19,LT 1 year,BA
120000,Man,IC,17,13,10,BA
140000,Man,IC,8,17,6,LT BA
136000,Man,IC,12,20,9,BA
32500,Man,IC,5,17,3,BA
160000,Man,Manager,21,16,18,BA
104000,Woman,Manager,21,14,11,BA
95000,Man,IC,4,12,2,LT BA
112000,Man,IC,7,18,4,BA
350000,Man,IC,25,10,16,BA
40000,Man,IC,4,18,LT 1 year,BA
136000,Man,IC,14,16,4,LT BA
120000,Man,Manager,13,33,7,BA
87000,Man,IC,18,12,5,BA
73000,Man,IC,11,18,7,MA
58000,Man,IC,14,12,LT 1 year,LT BA
113000,Man,IC,15,15,15,MA
92000,Man,IC,9,18,5,BA
87000,Man,IC,10,15,8,LT BA
131000,Man,IC,40,12,35,LT BA
90000,Man,IC,17,16,11,BA
140000,Man,IC,24,10,12,PhD
120522,Man,IC,9,21,5,MA
112000,Man,IC,20,12,20,LT BA
78412,Man,IC,6,16,3,BA
160000,Man,IC,10,26,7,LT BA
71000,Man,IC,2,12,1,BA
80000,Man,IC,11,Younger than 5 years,5,BA
350000,Woman,IC,18,14,12,PhD
145000,Woman,IC,7,19,5,BA
130000,Woman,IC,5,22,3,PhD
75000,Woman,IC,1,25,LT 1 year,BA
2e+05,Man,IC,23,13,17,BA
113000,Man,IC,12,18,7,BA
80000,Man,IC,22,10,10,PhD
136000,Woman,IC,20,19,15,BA
107000,Man,IC,12,13,7,BA
125000,Man,IC,6,16,6,LT BA
105000,Man,IC,17,18,15,BA
140500,Man,IC,10,14,6,BA
78000,Man,IC,15,8,LT 1 year,BA
148000,Man,IC,20,12,20,MA
110000,Man,IC,20,15,12,LT BA
93000,Man,IC,10,18,6,BA
108000,Man,Manager,41,20,38,BA
90000,Man,IC,3,15,2,BA
130000,Woman,IC,16,11,4,LT BA
175000,Man,IC,4,16,2,BA
73000,Man,IC,7,18,4,BA
75000,Man,IC,13,18,10,PhD
85000,Man,IC,7,19,5,BA
157000,Woman,IC,6,25,6,MA
127500,Man,IC,19,8,13,BA
1e+05,Man,IC,19,13,11,LT BA
147000,Man,IC,14,14,12,LT BA
140000,Man,IC,10,13,3,BA
63000,Man,IC,5,21,3,BA
120000,Man,IC,17,7,16,BA
185000,Man,Manager,20,18,16,MA
110000,Man,IC,7,9,4,BA
115500,Man,IC,6,18,6,MA
98000,Woman,IC,12,15,5,BA
65000,Woman,IC,7,15,5,BA
101200,Man,IC,8,8,4,BA
135000,Man,IC,10,14,6,BA
57800,Man,IC,33,12,10,LT BA
98500,Man,IC,23,12,23,LT BA
190000,Man,IC,10,20,8,MA
160250,Man,IC,9,17,5,MA
115000,Man,IC,16,15,15,LT BA
75000,Man,IC,6,19,LT 1 year,MA
1e+05,Man,IC,8,10,6,BA
220000,Man,IC,18,16,12,BA
160000,Man,Manager,11,16,7,BA
140000,Man,Manager,25,11,17,BA
81000,Man,IC,10,18,8,BA
85000,Man,IC,3,24,3,BA
110000,Man,Manager,15,15,10,MA
230000,Man,IC,34,15,30,BA
94500,Man,IC,15,14,7,BA
135000,Man,IC,10,12,8,LT BA
120000,Man,IC,17,11,7,BA
60000,Man,IC,6,9,5,LT BA
65000,Man,IC,20,16,4,BA
220000,Man,IC,19,11,11,BA
103000,Man,IC,17,14,11,BA
140000,Man,IC,17,12,16,MA
80000,Man,IC,1,15,1,BA
89000,Man,IC,13,8,7,MA
90000,Man,IC,6,NA,6,BA
54000,Woman,IC,23,17,19,BA
75000,Man,IC,10,12,7,BA
55000,Man,IC,6,16,1,BA
105000,Man,IC,7,15,2,MA
14000,Man,Manager,25,7,21,BA
140000,Man,IC,18,20,14,MA
120000,Man,IC,40,14,33,BA
110000,Man,Manager,25,8,9,BA
72000,Man,IC,6,13,LT 1 year,BA
54000,Woman,IC,4,20,4,LT BA
121000,Man,IC,20,14,15,PhD
120000,Man,IC,16,11,12,LT BA
115000,Man,IC,12,16,10,BA
150000,Man,IC,22,12,20,LT BA
64500,Man,IC,6,11,3,BA
98000,Man,Manager,16,15,9,MA
147000,Man,IC,23,10,20,LT BA
130000,Man,IC,24,27,24,BA
133200,Woman,IC,1,20,LT 1 year,BA
165000,Man,IC,15,17,10,BA
140000,Man,IC,20,6,10,BA
124000,Woman,IC,3,18,2,BA
57000,Man,IC,10,18,5,LT BA
83000,Man,IC,10,15,7,BA
165000,Man,IC,7,21,4,BA
56000,Man,IC,2,33,1,LT BA
150000,Man,Manager,10,12,8,BA
160000,Man,IC,40,16,30,MA
170000,Man,IC,20,20,16,BA
130000,Man,IC,18,15,5,LT BA
94557,Man,IC,12,15,7,MA
155000,Man,IC,34,16,21,LT BA
60000,Woman,IC,5,13,LT 1 year,BA
51000,Man,IC,6,10,1,BA
104000,Man,IC,20,21,20,LT BA
2e+05,Man,IC,26,13,21,MA
165000,Man,IC,14,17,10,MA
165000,Man,IC,11,12,8,BA
88000,Man,IC,10,16,6,BA
120000,Woman,IC,12,16,7,BA
1e+05,Man,IC,12,10,6,LT BA
97000,Man,IC,10,21,10,BA
125000,Man,IC,49,14,40,LT BA
90000,Woman,IC,7,23,7,MA
110000,Man,IC,8,15,4,BA
50000,Man,IC,6,12,6,LT BA
91000,Man,IC,7,11,3,BA
152000,Woman,IC,15,12,7,MA
70500,Man,IC,4,11,2,BA
135000,Man,Manager,16,16,12,MA
75000,Man,IC,17,12,10,BA
142000,Man,IC,15,15,13,BA
97750,Woman,IC,3,27,2,BA
150000,Man,IC,11,12,11,LT BA
110000,Man,Manager,9,19,6,BA
1e+05,Man,IC,5,20,4,BA
103000,Man,IC,6,12,4,BA
55000,Woman,IC,2,32,2,LT BA
104000,Man,IC,32,15,29,BA
105000,Woman,IC,4,28,3,BA
120000,Man,IC,25,22,23,BA
250000,Man,IC,15,17,10,BA
1e+05,Man,IC,4,16,3,BA
118000,Man,Manager,10,15,4,MA
145000,Man,IC,10,16,8,PhD
75000,Man,IC,25,11,6,BA
150000,Man,IC,14,12,8,BA
92000,Man,IC,26,16,23,BA
108000,Woman,IC,4,21,3,BA
74000,Man,IC,9,13,8,BA
123050,Man,IC,17,15,7,BA
150000,Man,IC,22,7,15,MA
171500,Woman,IC,10,23,8,MA
60000,Man,IC,1,22,1,BA
71000,Man,IC,4,14,1,BA
80000,Woman,IC,4,20,2,MA
130000,Woman,Manager,22,10,3,LT BA
220000,Man,IC,22,8,8,MA
60000,Man,IC,10,8,LT 1 year,MA
120000,Man,IC,7,13,4,LT BA
80000,Man,IC,38,19,35,BA
85000,Woman,IC,3,21,1,MA
110000,Man,IC,5,20,5,BA
160000,Man,Manager,22,15,16,BA
